time,ts,count,type
2012-11-02 17:06:00,1351875960,0,fake
2012-11-02 17:11:00,1351876260,0,fake
2012-11-02 17:16:00,1351876560,0,fake
2012-11-02 17:21:00,1351876860,0,fake
2012-11-02 17:26:00,1351877160,0,fake
2012-11-02 17:31:00,1351877460,0,fake
2012-11-02 17:36:00,1351877760,0,fake
2012-11-02 17:41:00,1351878060,0,fake
2012-11-02 17:46:00,1351878360,0,fake
2012-11-02 17:51:00,1351878660,0,fake
2012-11-02 17:56:00,1351878960,0,fake
2012-11-02 18:01:00,1351879260,0,fake
2012-11-02 18:06:00,1351879560,0,fake
2012-11-02 18:11:00,1351879860,2,fake
2012-11-02 18:16:00,1351880160,4,fake
2012-11-02 18:21:00,1351880460,1,fake
2012-11-02 18:26:00,1351880760,2,fake
2012-11-02 18:31:00,1351881060,2,fake
2012-11-02 18:36:00,1351881360,5,fake
2012-11-02 18:41:00,1351881660,1,fake
2012-11-02 18:46:00,1351881960,3,fake
2012-11-02 18:51:00,1351882260,0,fake
2012-11-02 18:56:00,1351882560,2,fake
2012-11-02 19:01:00,1351882860,0,fake
2012-11-02 19:06:00,1351883160,1,fake
2012-11-02 19:11:00,1351883460,0,fake
2012-11-02 19:16:00,1351883760,0,fake
2012-11-02 19:21:00,1351884060,0,fake
2012-11-02 19:26:00,1351884360,1,fake
2012-11-02 19:31:00,1351884660,0,fake
2012-11-02 19:36:00,1351884960,2,fake
2012-11-02 19:41:00,1351885260,0,fake
2012-11-02 19:46:00,1351885560,0,fake
2012-11-02 19:51:00,1351885860,2,fake
2012-11-02 19:56:00,1351886160,0,fake
2012-11-02 20:01:00,1351886460,0,fake
2012-11-02 20:06:00,1351886760,0,fake
2012-11-02 20:11:00,1351887060,0,fake
2012-11-02 20:16:00,1351887360,0,fake
2012-11-02 20:21:00,1351887660,0,fake
2012-11-02 20:26:00,1351887960,0,fake
2012-11-02 20:31:00,1351888260,0,fake
2012-11-02 20:36:00,1351888560,0,fake
2012-11-02 20:41:00,1351888860,0,fake
2012-11-02 20:46:00,1351889160,0,fake
2012-11-02 20:51:00,1351889460,0,fake
2012-11-02 20:56:00,1351889760,0,fake
2012-11-02 21:01:00,1351890060,0,fake
2012-11-02 21:06:00,1351890360,0,fake
2012-11-02 21:11:00,1351890660,0,fake
2012-11-02 21:16:00,1351890960,0,fake
2012-11-02 21:21:00,1351891260,0,fake
2012-11-02 21:26:00,1351891560,0,fake
2012-11-02 21:31:00,1351891860,0,fake
2012-11-02 21:36:00,1351892160,1,fake
2012-11-02 21:41:00,1351892460,0,fake
2012-11-02 21:46:00,1351892760,0,fake
2012-11-02 21:51:00,1351893060,0,fake
2012-11-02 21:56:00,1351893360,0,fake
2012-11-02 22:01:00,1351893660,0,fake
2012-11-02 22:06:00,1351893960,0,fake
2012-11-02 22:11:00,1351894260,0,fake
2012-11-02 22:16:00,1351894560,0,fake
2012-11-02 22:21:00,1351894860,0,fake
2012-11-02 22:26:00,1351895160,0,fake
2012-11-02 19:39:00,1351885140,2,real
2012-11-02 19:44:00,1351885440,0,real
2012-11-02 19:49:00,1351885740,0,real
2012-11-02 19:54:00,1351886040,0,real
2012-11-02 19:59:00,1351886340,0,real
2012-11-02 20:04:00,1351886640,0,real
2012-11-02 20:09:00,1351886940,0,real
2012-11-02 20:14:00,1351887240,0,real
2012-11-02 20:19:00,1351887540,0,real
2012-11-02 20:24:00,1351887840,0,real
2012-11-02 20:29:00,1351888140,0,real
